Organoid_ID,Label,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35
1,Do not grow as expected,3.7860961014461525,4.226814368932351,3.36118522795825,0.6315662733996101,-2.4027538045876025,2.33961160385901,0.7534129851786097,-0.35633056171894284,-0.5728401481528692,-0.28529487402747195,-0.10279218178987383,1.0596024347163278,-0.5329500554062353,-1.487350574681941,0.19721931179903157,-0.5033652376462011,0.6107239677921796,0.7032726273429413,-0.18215054584587717,0.1539756580044421,0.06267079544547506,0.048498984811330935,-0.20625651722286276,-0.07450104185522494,-0.3047535017001953,-0.10224894621919713,-0.1091976673489518,0.025077135230695567,0.04165007971169695,-0.007039052429931957,0.07388000372515185,0.008421508020241187,-0.0021701714880943907,0.0006761498858346576,4.811591814195155e-16
2,Do not grow as expected,-6.537441625895661,2.1910327149540074,1.6257091101294445,6.355685510774278,-0.04851264184773098,-3.2262217569510967,-1.4828420243179987,1.7143696756088436,-0.20402531679188757,0.23961311380663683,-1.7010493352627531,-1.0075802401818523,0.5078809396269222,-1.1610077187224557,1.6813615575759664,-0.01352062890498813,0.885641167820719,-0.155229290238064,-0.4526369996582515,-0.20837870527843366,-0.10132778133140721,0.41343632090101246,0.24756662063500956,-0.04783107013566191,0.03143036166002941,-0.10377772118264365,-0.0720884750895753,-0.027188533782194924,-0.037839839279761665,-0.09043575914809747,0.009054244811092647,0.024414560214170457,0.03027650220585297,-0.010729779288175081,4.33289383762096e-16
3,Develop normally,-0.7767992043393386,-2.5535668974247345,-2.104658418299404,1.0266510435699017,-0.4204758175845446,-0.9906903822679616,0.9906051776618562,-0.24508158961238796,-0.5738005863623653,1.250262295686715,-0.13290660795262,0.15691399801024758,-0.4884334361054734,0.17158866159318972,0.2528816938233099,0.5128329553057366,1.0137223449943704,0.22053035092434134,-0.11134753040756915,0.4760283680226852,-0.3927784257775678,-0.451259124318857,0.4223058682828754,0.1954599416545982,-0.11957164767252487,-0.12580965579652748,-0.1871158872934665,0.02468172089232708,0.07069267346419837,0.049378514347219585,-0.015312180599690911,-0.0312185683152677,-0.0364615703754085,-0.005836304461422121,4.341168570385624e-17
4,Develop normally,2.9061579305906253,0.19119888636789273,-2.1576019415733234,2.5839228355781008,0.27447015670015645,-0.9298202357806101,3.7426272014884945,0.8872925968152999,0.3741375538529698,0.13042564238272317,0.5709678731263106,-2.5198485485314244,0.10978882511670979,0.24438446751083526,0.09652490523116287,-1.5776823553935104,-0.3970000853477781,0.3749124438507171,-0.1138408244989542,0.36225735997540204,0.08095311527362661,0.09905961735148294,0.11497202042456896,-0.35485223361587054,0.16231473127380955,0.11451173637668112,0.13124015479121187,-0.07631546538460737,0.06739631864414591,-0.06386429291458637,0.036043070760768146,0.0061031604844819145,-0.03021173082996101,0.03060039112787959,4.6207601954230586e-17
5,Develop normally,-0.40821567278203136,1.373115547105232,-0.8629989090932582,-1.5797735541591291,-3.0168819831691946,0.17062234157263148,0.9676158340001556,0.6021035212598541,-0.25726857596929087,0.5993456915243959,-0.062274677599058595,0.11152981570670037,-0.8848179124782397,-0.9956865895991022,0.0776675555744716,0.8685949428479599,0.05701043782353417,0.651511349789295,0.6302486692728361,0.300174102734056,0.0856795952217859,0.13334261827694927,0.06566386641493209,0.07302624778966225,-0.14676866018700846,-0.0018264420140346811,0.16461940347177506,-0.06705590200263217,0.04742576284628368,-0.0045405639209509146,0.011192938497902972,-0.0021300750367604497,0.030553286599349527,-0.0021597164214493766,6.731659055509446e-18
6,Develop normally,1.7065196260459097,-0.2970691076437208,-2.031997999720049,0.13254909453497862,-0.44787323261937567,-0.7651146008902858,0.9840948929256116,-0.10671250346154326,-0.5208169982701096,-0.9442194415570476,1.0772224509122739,0.6246371352345749,-0.6083309505558973,-0.4188922621720521,0.3302756464330052,0.6096654759605473,0.47857215175773105,-0.0652360600015335,0.26242100845610467,0.12065866130119698,0.05029127907852736,-0.08667175238120951,0.12435453087572207,-0.3678721477542899,0.013463719765310677,-0.20997240649656282,-0.02092265218713407,-0.044605938948041796,0.023766606509818974,-0.020649315234454117,-0.004564913816876327,-0.03293248745031543,0.0027290187610426136,0.0016836436562583093,3.729547279942668e-17
7,Do not grow as expected,6.639620124480891,2.0721525039055932,-1.9267072395782936,1.858649796556951,-0.1835413777298124,1.0928684740444585,-0.0571085110784303,2.3550286436691175,0.5901177883449503,-0.37513471849530783,-1.2673805287380133,0.8356425121583975,-0.4877165175996286,1.013906071348372,-0.32715689487683375,-0.05007640943461519,0.07567901185542297,-0.23966463488705622,0.5605735985346331,-0.27739673987575036,-0.22978051554114068,-0.14584929736679839,0.5613755350334504,-0.12832342204850453,-0.00863179595391228,0.25045634625226754,0.023824308760727254,-0.06420134670945268,-0.05339304002360558,0.07508731700010714,-0.05618564174068685,-0.001680403866695017,0.053255747437258784,-0.004195251042667415,2.955444012894274e-16
8,Do not grow as expected,1.605678784591662,4.034838002934243,-2.4446798160909364,-0.6429652178793425,-1.5797094012328283,0.0043076404261958865,1.0944397477787267,-0.16307824557012868,0.1494932159373432,-0.36782998439224585,0.8773321499996783,0.3138315555068595,0.744239486342558,0.029091040254897418,0.5515957023560664,1.9570255665512657,0.7662922641483773,0.091274492864687,-0.14913427268339638,0.2186697678711223,0.4888564305502348,0.0723120020630246,0.053564011664001085,0.13775061912090866,-0.054057047081277995,-0.1142835994521921,0.08666726535837667,0.012891695133615258,-0.08322368123565185,-0.04491825108973855,-0.04740496759193253,0.01798435194171794,0.0024613235544990414,-0.003051081242657496,-1.822958075754128e-16
9,Do not grow as expected,3.574898761765893,4.822341940087857,1.3500479640694993,-0.3139364703526547,-2.370107346417876,0.30329424036934444,1.5189911919844394,1.0004410434517912,0.3356513286296194,-0.4549169817232587,-0.5569205686418898,0.5146348361588365,-0.04683704953324496,0.5948609798961302,0.9626567560469946,0.3190612819071799,-0.09564386293766153,0.2684663327633767,0.15517330018246148,0.04291769890726939,0.02924397080792585,-0.03681285424607217,0.12384156598504084,0.30412301940038217,0.15410909046917196,-0.021217323787775116,0.032027685184823095,0.0007939733116999726,0.030137665448154834,0.06792388984857302,0.023394374970126464,-0.045484582835311996,0.023282427721770575,0.007377668219193143,6.249901529915677e-17
10,Do not grow as expected,-4.721287632379215,0.8062475168927994,1.1098655662908765,0.7887650891824958,2.359938920273221,1.63043439810036,0.014401679101707173,0.4549361763973352,0.929125579705781,2.126340938288936,-0.6813234131503262,2.5371271290866644,0.1588880088246051,0.6060746118384273,0.7984098591277814,0.4372914109611377,-0.35263026269996567,-0.07304854952953936,0.3557264671416312,0.6914397061634795,0.22651518221501704,0.36997662636250117,-0.2507815518420426,0.06561900979563068,0.17692859583563744,0.07069749689854433,0.14093006907775188,0.08990812530953692,0.07675143500637288,0.001042767897638668,-0.058829491018660966,0.029671511464677162,-0.026711380921187602,0.017732747070422654,2.470760297580397e-16
