dirname,filename,std,mean
0523 simple recirc 1 ml hr,D21_device5_t8-1,97.23421486289566,139.45370232077207
0523 simple recirc 1 ml hr,D21_device2_t2,84.99492306470184,179.5063663258272
0523 simple recirc 1 ml hr,D28_device2_t7,87.00809469499265,102.21361730238971
0523 simple recirc 1 ml hr,D14_Device5_t3,92.79781115220456,117.14685920266544
0523 simple recirc 1 ml hr,D14_Device5_t7,101.30309404097322,157.165675982307
0523 simple recirc 1 ml hr,D28_device2_t3,67.23149885835525,123.94064295151654
0523 simple recirc 1 ml hr,D34_device2_t8-1,52.80599164457901,54.908661247702206
0523 simple recirc 1 ml hr,D28_device2_t2,94.34596843336033,162.7403542911305
0523 simple recirc 1 ml hr,D14_Device5_t6,96.82165125721772,146.62875114889707
0523 simple recirc 1 ml hr,D28_device4_t5-1,85.29334417976862,140.49197639016543
0523 simple recirc 1 ml hr,D28_device5_t8,97.88772897160801,141.24397403492648
0523 simple recirc 1 ml hr,D28_device2_t1,88.7726546821983,114.62928323184742
0523 simple recirc 1 ml hr,D14_Device5_t5,60.913790948545554,128.79736687155332
0822 peristaltic 11 ml hr,D15_device2_t5,41.38221135811318,67.9642614028033
0822 peristaltic 11 ml hr,D29_device2_t8,63.719787091849206,73.2138485179228
0822 peristaltic 11 ml hr,D21_device2_t8,79.01419354346586,123.69729147518382
0822 peristaltic 11 ml hr,D15_device2_t4,34.00012025311187,52.61975456686581
0822 peristaltic 11 ml hr,D15_device2_t6,41.649984276453324,59.08851677389706
0822 peristaltic 11 ml hr,D15_device2_t7,41.05210187858951,91.8555628159467
0822 peristaltic 11 ml hr,D15_device2_t3,52.279528848503595,68.32585808249081
0822 peristaltic 11 ml hr,D15_device2_t2,44.938337665033636,69.55494241153492
0822 peristaltic 11 ml hr,D15_device2_t1,42.090953244870164,89.68201760684742
0822 peristaltic 11 ml hr,D29_device1_t6,40.63020454077143,35.835902315027575
0822 peristaltic 11 ml hr,D21_device1_t7,86.24385910575046,83.3076810948989
0822 peristaltic 11 ml hr,D21_device1_t6,100.42414851996551,95.29185647403493
0822 peristaltic 11 ml hr,D29_device1_t7,93.01936794323204,82.86828110638787
0822 peristaltic 11 ml hr,D21_device1_t4,61.7719629622146,72.93139576631434
0822 peristaltic 11 ml hr,D29_device1_t5,49.53933645102467,57.991650390625
0822 peristaltic 11 ml hr,D15_device1_t8,44.42838751698296,100.0395321116728
0822 peristaltic 11 ml hr,D21_device1_t5,77.2995522127962,99.76956643497243
0822 peristaltic 11 ml hr,D21_device1_t1,81.86446164410319,96.05436221852023
0822 peristaltic 11 ml hr,D29_device1_t1,78.51938139373327,63.27196044921875
0822 peristaltic 11 ml hr,D35_device2_t1_exp1,78.7070613354218,98.63740018956801
0822 peristaltic 11 ml hr,D21_device1_t3,74.59904688303557,94.71455867991727
0822 peristaltic 11 ml hr,D15_device1_t3,46.518912728486946,67.54412913602941
0822 peristaltic 11 ml hr,D15_device1_t1,36.93224664336101,72.1162296070772
0822 peristaltic 11 ml hr,D35_device2_t4_exp1,87.28936535885104,126.27872960707721
0822 peristaltic 11 ml hr,D21_device1_t8,49.00843951990787,88.5152042164522
0822 peristaltic 11 ml hr,D15_device1_t4,46.67894638781782,84.16375732421875
0822 peristaltic 11 ml hr,D15_device1_t5,46.32892049786596,104.61332361557905
0822 peristaltic 11 ml hr,D35_device1_t8_exp1,55.588376772866994,136.1590051987592
0822 peristaltic 11 ml hr,D29_device1_t8,67.01409200918258,100.9226526596967
0822 peristaltic 11 ml hr,D15_device1_t7,50.14827892957609,63.026360006893384
0822 peristaltic 11 ml hr,D15_device1_t6,48.270191318993994,62.3539945714614
0822 peristaltic 11 ml hr,D29_device2_t1,94.4352498837463,110.07890696806066
0822 peristaltic 11 ml hr,D21_device2_t1,57.59132329492865,67.25085305606618
0822 peristaltic 11 ml hr,D21_device2_t3,97.6846852331618,115.09302547679228
0822 peristaltic 11 ml hr,D21_device2_t2,95.07425482649383,113.29676298253676
0822 peristaltic 11 ml hr,D29_device2_t3,53.291598308187424,64.19322007123162
0822 peristaltic 11 ml hr,D29_device2_t7,57.22815087214181,57.148398006663605
0822 peristaltic 11 ml hr,D21_device2_t6,89.83101572694629,101.31499310661765
0822 peristaltic 11 ml hr,D21_device2_t7,47.686411523506045,51.18466007008272
0822 peristaltic 11 ml hr,D21_device2_t5,68.21700043739125,92.95346177045037
0822 peristaltic 11 ml hr,D29_device2_t4,91.31906216463896,94.17141256893382
0822 peristaltic 11 ml hr,D29_device2_t5,78.62054000072624,101.91056051815258
0822 peristaltic 11 ml hr,D21_device2_t4,93.77004657964454,115.85199979894301
0822 peristaltic 11 ml hr,D15_device2_t8,40.28285421562409,89.34897963579964
complex recirc 1ml hr,D29_Device4_cond1_t3,79.23310939655825,79.0825741038603
complex recirc 1ml hr,D21_Device3_cond2_t1,91.59237869776517,164.68375962201287
complex recirc 1ml hr,D29_Device4_cond1_t2,82.35365887421091,106.04510282628677
complex recirc 1ml hr,D29_Device3_cond1_t2,99.26694270829631,138.45680649701288
complex recirc 1ml hr,D29_Device4_cond1_t1,84.6404949371585,108.77419146369485
complex recirc 1ml hr,D29_Device3_cond1_t1,82.56672644898109,89.88939352596508
complex recirc 1ml hr,D29_Device3_cond1_t5,88.59121051699802,119.99569738051471
complex recirc 1ml hr,D29_Device3_cond1_t4,80.18407847490155,93.47525132123162
complex recirc 1ml hr,D29_Device3_cond1_t6,46.95827639023112,68.05256922104779
complex recirc 1ml hr,D29_Device4_cond1_t6,50.63294236156264,76.68262867647059
complex recirc 1ml hr,D29_Device4_cond1_t7,76.34901485740035,79.23938706341912
complex recirc 1ml hr,D35_Device3_cond1_t6,86.06793436585717,118.71229822495404
complex recirc 1ml hr,D15_Device4_cond1_t1,96.27140745602777,117.81839168772979
complex recirc 1ml hr,D15_Device3_cond1_t1,92.43141968265309,82.05552978515625
complex recirc 1ml hr,D15_Device4_cond1_t2,96.68756088416315,108.7107515222886
complex recirc 1ml hr,D15_Device3_cond1_t2,89.41635905451075,144.58776209214153
complex recirc 1ml hr,D15_Device3_cond1_t3,93.4223594555056,124.08369571461397
complex recirc 1ml hr,D15_Device4_cond1_t7,63.00079981152278,84.62772216796876
complex recirc 1ml hr,D21_Device4_cond1_t8,92.05048211756274,120.62147001378676
complex recirc 1ml hr,D15_Device3_cond1_t7,81.13756237602884,115.01520565257353
complex recirc 1ml hr,D21_Device3_cond1_t8,67.10525295330719,81.54220545151654
complex recirc 1ml hr,D15_Device3_cond1_t6,93.62254247961525,130.48175264246325
complex recirc 1ml hr,D15_Device4_cond1_t6,46.81840146484978,127.0557767980239
complex recirc 1ml hr,D35_Device3_cond1_t1,74.42433684636958,124.83957806755515
complex recirc 1ml hr,D35_Device4_cond1_t3,75.97356025161723,85.83234791475184
complex recirc 1ml hr,D15_Device3_cond1_t4,91.93743454375215,149.22936509076285
complex recirc 1ml hr,D15_Device3_cond1_t5,92.37697959765445,142.19337158203126
complex recirc 1ml hr,D35_Device4_cond1_t2,78.16098534895211,85.70626579733455
complex recirc 1ml hr,D15_Device4_cond1_t8,51.818292703458624,102.53824319278493
complex recirc 1ml hr,D21_Device4_cond1_t7,87.6027995531678,96.28297980813419
complex recirc 1ml hr,D15_Device3_cond1_t8,82.77223099697848,100.47140323414521
complex recirc 1ml hr,D21_Device4_cond1_t6,91.6070849367292,160.54952751608457
complex recirc 1ml hr,D21_Device3_cond1_t4,82.7071234064779,100.69900979434743
complex recirc 1ml hr,D21_Device3_cond1_t5,41.2344405289714,71.04859762752757
complex recirc 1ml hr,D21_Device4_cond1_t5,89.92532512610659,129.57023135914523
complex recirc 1ml hr,D21_Device4_cond1_t1,87.2528417981042,132.77338005514707
complex recirc 1ml hr,D21_Device3_cond1_t1,84.45343019130328,101.61823084214154
complex recirc 1ml hr,D15_Device4_cond1_t3_2,86.65592562413505,127.20710161994485
complex recirc 1ml hr,D21_Device4_cond1_t2,90.04860536916814,125.63608183019302
complex recirc 1ml hr,D21_Device3_cond1_t2,93.4611336458278,157.82147863051472
complex recirc 1ml hr,D21_Device3_cond1_t3,91.1147883004995,117.4017240636489
complex recirc 1ml hr,D21_Device4_cond1_t3,94.5176444625706,111.02731143727021
complex recirc 1ml hr,D29_Device4_cond1_t8,93.23183738663101,108.15248736213235
complex recirc 1ml hr,D29_Device3_cond1_t8,78.91696284857706,92.13728458180147
simple recirc 1ml hr,D14_device2_t1,52.499773267264786,83.75574233111213
simple recirc 1ml hr,D34_device2_t8,40.34193699939805,41.22344109030331
simple recirc 1ml hr,D21_device2_t8,48.86357234795675,70.60728975183824
simple recirc 1ml hr,D14_device2_t2,57.638161717821,111.37220530790441
simple recirc 1ml hr,D14_device2_t3,76.07459029822954,118.69111471737132
simple recirc 1ml hr,D14_device2_t7,72.25507631056409,113.23700310202206
simple recirc 1ml hr,D14_device2_t6,51.10155008901877,86.08259492761948
simple recirc 1ml hr,D14_device2_t4,72.76338050028544,64.5033540613511
simple recirc 1ml hr,D28_device1_t5-2,69.69987052636435,205.82412612017464
simple recirc 1ml hr,D28_device1_t7-1,49.641749139883345,77.27104420381434
simple recirc 1ml hr,D14_device2_t5,48.674784653828944,115.57018253102022
simple recirc 1ml hr,D28_device2_t8-1,55.68081865984661,72.46943574793198
simple recirc 1ml hr,D34_device1_t7,34.028646360074774,64.40015007467831
simple recirc 1ml hr,D21_device1_t7,39.47121261148985,63.72040297564338
simple recirc 1ml hr,D21_device1_t6,87.30571558978488,152.63842486213235
simple recirc 1ml hr,D34_device1_t6,56.9341478942347,77.13012623506434
simple recirc 1ml hr,D21_device1_t4,47.49729996786863,72.4030855066636
simple recirc 1ml hr,D21_device1_t5,75.70767471021574,116.53008817784927
simple recirc 1ml hr,D34_device1_t5,29.230941253087686,47.083197380514704
simple recirc 1ml hr,D14_device1_t8,76.30413596657755,88.4855712890625
simple recirc 1ml hr,D28_device1_t6-1,64.07200488665251,93.20201416015625
simple recirc 1ml hr,D28_device1_t4-1,56.410898196939876,56.854912252987134
simple recirc 1ml hr,D14_device1_t6,55.79284849247377,106.32451028262868
simple recirc 1ml hr,D28_device2_t7-1,57.51072695252793,64.84069465188419
simple recirc 1ml hr,D14_device1_t7,46.587997033087966,96.96568747127758
simple recirc 1ml hr,D14_device1_t5,50.01323662818532,94.0691499597886
simple recirc 1ml hr,D28_device1_t8_stitched,42.36677638970596,60.714394714007284
simple recirc 1ml hr,D28_device2_t5-1,31.377506876542398,49.635332174862135
simple recirc 1ml hr,D14_device1_t4,49.789756137921984,92.89825008616728
simple recirc 1ml hr,D21_device1_t8,86.44493593027352,117.2510892980239
simple recirc 1ml hr,D28_device2_t1-1,48.05618814799289,72.36671932444852
simple recirc 1ml hr,D14_device2_t8,54.411036196160794,106.35955379710478
simple recirc 1ml hr,D34_device2_t1,50.36787636942612,68.12766041475184
simple recirc 1ml hr,D21_device2_t1,49.8046131599239,101.46866455078126
simple recirc 1ml hr,D21_device2_t3,61.20919002403954,80.19986644071692
simple recirc 1ml hr,D34_device2_t2,70.41600435121423,95.11761043772978
simple recirc 1ml hr,D21_device2_t2,51.988596808002924,81.6228889016544
simple recirc 1ml hr,D28_device2_t6-1,37.38796519991731,50.544394100413605
simple recirc 1ml hr,D28_device2_t2-1,61.73101851661493,84.0094855813419
simple recirc 1ml hr,D21_device2_t6,31.266014124659307,54.66238295611213
simple recirc 1ml hr,D21_device2_t7,52.669255282456305,68.75536032284008
simple recirc 1ml hr,D34_device2_t7,43.8154536603995,47.10589743221507
simple recirc 1ml hr,D34_device2_t5,49.55163278917503,81.16195786420037
simple recirc 1ml hr,D21_device2_t5,31.528462728999248,66.14036865234375
simple recirc 1ml hr,D21_device2_t4,52.28597911240599,58.440990492876836
0627 peristaltic 11ml hr,D15_device2_t5,85.37887581226096,182.13580106847425
0627 peristaltic 11ml hr,D15_device2_t4,94.7182401710603,169.19990880629595
0627 peristaltic 11ml hr,D15_device2_t6,82.36062087501097,127.82444063074449
0627 peristaltic 11ml hr,D15_device2_t7,87.47467965292724,173.28841911764707
0627 peristaltic 11ml hr,D15_device2_t3,85.96056051666929,163.9323357077206
0627 peristaltic 11ml hr,D15_device2_t2,63.6397937897756,139.7691147748162
0627 peristaltic 11ml hr,D15_device2_t1,60.433112854869925,136.38752154181986
0627 peristaltic 11ml hr,D29_device1_t6,87.95371989584379,100.03132396024816
0627 peristaltic 11ml hr,D34_device1_t7,79.63721779797066,90.44056037454044
0627 peristaltic 11ml hr,D21_device1_t7,87.22186613176567,133.0992302389706
0627 peristaltic 11ml hr,D21_device1_t6,93.67809708404913,121.32265265969669
0627 peristaltic 11ml hr,D34_device1_t6,75.7725493543383,77.86017061121323
0627 peristaltic 11ml hr,D29_device1_t7,76.28696690734061,98.57626378676471
0627 peristaltic 11ml hr,D34_device1_t4,94.36183333136532,117.75753748276654
0627 peristaltic 11ml hr,D21_device1_t4,94.46336377082268,129.12926312614889
0627 peristaltic 11ml hr,D29_device1_t5,94.94168905206786,108.83262939453125
0627 peristaltic 11ml hr,D29_device1_t4,91.99785564520278,106.41343635110294
0627 peristaltic 11ml hr,D21_device1_t5,60.84426531257208,93.06001622817095
0627 peristaltic 11ml hr,D21_device1_t1,93.82609381726387,130.73633171530332
0627 peristaltic 11ml hr,D34_device1_t1,59.611719069401204,90.29323586856617
0627 peristaltic 11ml hr,D29_device1_t1,89.37062333844645,154.86766429227941
0627 peristaltic 11ml hr,D29_device1_t3,91.54093235964079,114.56441865808823
0627 peristaltic 11ml hr,D21_device1_t2,90.09725524216009,129.77721306295956
0627 peristaltic 11ml hr,D34_device1_t3,94.1075592147595,94.84576487821691
0627 peristaltic 11ml hr,D21_device1_t3,92.9643214458102,160.00523897058824
0627 peristaltic 11ml hr,D15_device1_t2,90.41755188460864,165.21602926815257
0627 peristaltic 11ml hr,D15_device1_t3,84.54380852569719,119.10900304457721
0627 peristaltic 11ml hr,D15_device1_t1,50.72458672116633,139.8667724609375
0627 peristaltic 11ml hr,D15_device1_t4,90.34781431784843,137.70490938074448
0627 peristaltic 11ml hr,D15_device1_t5,85.26799977325683,198.2974192899816
0627 peristaltic 11ml hr,D15_device1_t7,94.09585350084146,146.58334458295036
0627 peristaltic 11ml hr,D15_device1_t6,96.25318116526917,153.16006362017464
0627 peristaltic 11ml hr,D29_device2_t1,79.5020280922772,93.3742489085478
0627 peristaltic 11ml hr,D34_device2_t1,96.61385865158604,123.30880557789521
0627 peristaltic 11ml hr,D21_device2_t1,79.31183385835054,92.22810561236213
0627 peristaltic 11ml hr,D29_device2_t2,98.67067710939227,100.20263097426471
0627 peristaltic 11ml hr,D21_device2_t3,92.80018516379226,138.62850198184742
0627 peristaltic 11ml hr,D21_device2_t2,92.47052490275772,141.78078110638788
0627 peristaltic 11ml hr,D29_device2_t3,100.73240763909283,109.63327349494486
0627 peristaltic 11ml hr,D29_device2_t7,95.29402041888002,150.50357306985293
0627 peristaltic 11ml hr,D21_device2_t6,52.91957863182066,104.40461569393382
0627 peristaltic 11ml hr,D21_device2_t7,89.45872073872512,161.52765251608457
0627 peristaltic 11ml hr,D34_device2_t7,75.45275110912068,94.60570930032169
0627 peristaltic 11ml hr,D34_device2_t5,100.53428272094973,119.11749052159927
0627 peristaltic 11ml hr,D21_device2_t5,87.70380155493504,135.4161901137408
0627 peristaltic 11ml hr,D29_device2_t4,90.26501205718661,115.19029684627758
0627 peristaltic 11ml hr,D29_device2_t5,92.42211261430045,119.12547032973346
0627 peristaltic 11ml hr,D21_device2_t4,91.74515606656055,162.29899686925552
0627 peristaltic 11ml hr,D34_device2_t4,95.61760130831716,133.09530747357536
peristaltic 23 ml hr,D15_device2_t5,50.925120465054036,118.55949563419118
peristaltic 23 ml hr,D15_device2_t4,43.6050619478723,89.16575855928309
peristaltic 23 ml hr,D15_device2_t6,73.01887178788651,84.92440472771139
peristaltic 23 ml hr,D15_device2_t3,45.23561262940162,67.36052748736213
peristaltic 23 ml hr,D15_device2_t2,43.35447085820214,76.74419663373162
peristaltic 23 ml hr,D15_device2_t1,44.39885122043183,100.87427475873162
peristaltic 23 ml hr,D35_device1_t3,59.317086370747646,64.6618558995864
peristaltic 23 ml hr,D29_device1_t6,97.04470820480387,112.97398154990346
peristaltic 23 ml hr,D35_device3_t6,88.60650079067662,89.54239358340993
peristaltic 23 ml hr,D21_device1_t6,51.516884507977316,65.94842960133272
peristaltic 23 ml hr,D35_device1_t2,80.01044847049815,67.17074261833639
peristaltic 23 ml hr,D21_device3_t1,55.12619556806017,55.97508903952206
peristaltic 23 ml hr,D29_device1_t5,66.57091561509355,61.063337258731615
peristaltic 23 ml hr,D15_device1_t8,80.51395167432939,107.00597426470588
peristaltic 23 ml hr,D21_device1_t5,73.67672153204711,91.20224537568934
peristaltic 23 ml hr,D29_device3_t1,76.99962397398745,68.36163776395841
peristaltic 23 ml hr,D35_device1_t5,50.75199909682407,54.884133731617645
peristaltic 23 ml hr,D21_device1_t1,35.86148084556516,54.4540584788603
peristaltic 23 ml hr,D35_device3_t1,30.172263362529396,28.913167604230182
peristaltic 23 ml hr,D29_device1_t1,91.10824666722384,98.14097110523898
peristaltic 23 ml hr,D35_device1_t6,74.77943026970549,87.85537856638774
peristaltic 23 ml hr,D29_device3_t6,72.96496529620039,64.61050881778493
peristaltic 23 ml hr,D29_device1_t3,70.46823089552751,64.07065357881434
peristaltic 23 ml hr,D21_device1_t2,71.89656561708095,74.31460607192096
peristaltic 23 ml hr,D21_device1_t3,111.22420039110597,128.4694264131434
peristaltic 23 ml hr,D29_device1_t2,97.30350681856775,113.42922291475183
peristaltic 23 ml hr,D21_device3_t6,85.12716007300251,94.12379868451286
peristaltic 23 ml hr,D15_device1_t2,27.008993618913497,64.80591897403492
peristaltic 23 ml hr,D15_device1_t3,48.211153132511264,61.7493465647978
peristaltic 23 ml hr,D15_device3_t6,47.76791622628007,82.9817964441636
peristaltic 23 ml hr,D15_device1_t1,29.34851356929617,46.21861572265625
peristaltic 23 ml hr,D35_device1_t8,82.43386919938825,94.29939679387948
peristaltic 23 ml hr,D15_device3_t1,59.33622968846772,85.00862965303308
peristaltic 23 ml hr,D21_device1_t8,53.617166276243545,80.14530244715074
peristaltic 23 ml hr,D15_device1_t5,34.62012246116795,64.25336555032169
peristaltic 23 ml hr,D29_device1_t8,61.88441697726932,72.65913732192095
peristaltic 23 ml hr,D15_device1_t6,57.704737577944954,76.73884205537684
peristaltic 23 ml hr,D35_device2_t4,64.60499979079039,60.54246855933069
peristaltic 23 ml hr,D29_device2_t1,93.61334314346486,108.46590719784007
peristaltic 23 ml hr,D21_device2_t1,85.35046201290157,112.44366383272059
peristaltic 23 ml hr,D35_device2_t5,55.70555005599034,41.52454905790441
peristaltic 23 ml hr,D35_device1_t1_1,85.09383951884992,90.74275333180147
peristaltic 23 ml hr,D29_device2_t2,71.74053507357966,77.84841883042279
peristaltic 23 ml hr,D21_device2_t3,76.65543861294604,114.58311982996324
peristaltic 23 ml hr,D21_device2_t2,65.78230009770004,93.09477610868566
peristaltic 23 ml hr,D29_device2_t3,101.50724166444256,90.01710707720588
peristaltic 23 ml hr,D35_device2_t6,93.40413728036918,98.16125560087316
peristaltic 23 ml hr,D35_device2_t2,82.05490911683492,73.86874712775736
peristaltic 23 ml hr,D21_device2_t6,99.00136597360476,94.8838924632353
peristaltic 23 ml hr,D29_device2_t6,54.601164769990966,49.032098029641546
peristaltic 23 ml hr,D35_device2_t3,68.73591164810608,72.23339146728978
peristaltic 23 ml hr,D35_device2_t1,70.7669815739072,96.70261158662684
peristaltic 23 ml hr,D21_device2_t5,75.9262136706618,108.59407312729779
peristaltic 23 ml hr,D29_device2_t4,67.71398343838108,61.37184412339155
peristaltic 23 ml hr,D29_device2_t5,87.64619404197559,97.06913416245405
peristaltic 23 ml hr,D21_device2_t4,96.91753218815279,140.63277085248163
complex recirc 2ml hr,D21_Device2_cond2_t7,86.3351065740331,176.13107263901654
complex recirc 2ml hr,D29_Device1_cond2_t5-1,86.95725918878638,168.53834802964155
complex recirc 2ml hr,D21_Device3_cond2_t1,91.59237869776517,164.68375962201287
complex recirc 2ml hr,D15_Device1_cond2_t1,42.50245922113045,117.71814970128676
complex recirc 2ml hr,D21_Device2_cond2_t6,75.86120204739713,107.02296142578125
complex recirc 2ml hr,D21_Device2_cond2_t4,78.98629903716017,198.45755471622243
complex recirc 2ml hr,D15_Device1_cond2_t3,60.499753246747716,86.8141228170956
complex recirc 2ml hr,D21_Device3_cond2_t3,80.78646958070968,102.89489099839155
complex recirc 2ml hr,D35_Device1_cond2_t5,77.5417338855447,143.4540433995864
complex recirc 2ml hr,D21_Device3_cond2_t2,93.93003947321778,130.94811939912682
complex recirc 2ml hr,D15_Device1_cond2_t2,57.01651500304715,89.36474609375
complex recirc 2ml hr,D21_Device2_cond2_t5,99.27863637663326,158.3987117991728
complex recirc 2ml hr,D21_Device2_cond2_t1,93.76249748662525,164.781396484375
complex recirc 2ml hr,D29_Device1_cond2_t3-1,83.34276583105223,170.50373032513787
complex recirc 2ml hr,D15_Device1_cond2_t6,87.64945260595016,119.66524299172794
complex recirc 2ml hr,D21_Device3_cond2_t6,90.11128393112499,175.8765151079963
complex recirc 2ml hr,D35_Device1_cond2_t1,69.29103911829142,134.8877348058364
complex recirc 2ml hr,D21_Device3_cond2_t7,88.1224654781401,156.1462064855239
complex recirc 2ml hr,D15_Device3_cond2_t8,47.532152505074365,128.1153413660386
