Organoid_ID,Label,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27
52,Good,4.346849878089959,-0.5896957773733364,-0.09098426938876453,-0.0749289715432941,-0.15281216211174103,0.300907501228513,-0.5399275869135051,0.03785547419149478,0.1852733468412981,-0.21539303403531196,0.20474008370815197,0.7579359606577212,-0.4747264834166085,-0.1267731311005834,-0.06523943490009322,0.44791724329502847,0.0009549777216687537,-0.03325519402143385,-0.03946460725262636,0.04750231432025433,-0.059396220546856504,0.09089684352086246,-0.018195359941554773,-0.034130536202170415,0.01899564498145218,0.0118340931415238,2.1546246155487423e-16
53,Good,5.21423427604073,-1.3310037461838333,-0.38437897617029076,1.904074243207183,0.7142237712351923,-1.22902033215931,-0.4823242487992363,-0.5108365127896435,-0.392597876327626,-0.11568735823337226,-0.132685486260085,0.18084271077839706,0.21947821079283886,0.05655539463798957,-0.41260534232070517,-0.11506673226448255,0.1807249739185406,-0.08339204300350911,0.004432425401861259,0.1942123832344277,0.07359087269027968,0.05546815358812439,-0.03708519142082017,0.021427108084631396,0.07368615254446532,-0.004946172442585171,4.901878126014247e-17
54,Good,-0.7316599445917387,-0.9846328072651173,0.05125513657733313,0.8082357230089015,-1.7673798920288173,-0.7685518460043309,-1.1871956317430092,-0.8878985863291184,-0.33677985470676763,-0.08900086392933729,0.6290656134720842,-0.19040905881955952,0.7578774900057612,-0.17530308532208078,-0.3332560516277354,0.07122304737621497,0.25000589337045553,-0.02374424086073673,-0.03199995115713327,0.06600799187255797,-0.11030342775296458,0.02579618119338754,0.02858749269284592,0.029745027277166474,-0.013427011903901052,-0.020851896659224982,8.644017321202282e-17
55,Good,3.9012315580855104,-3.4812099257559326,3.1618837239417514,-0.9709386300048952,-0.5621293654946904,-0.40939124740489,0.32998315014244706,-0.13570870793217288,0.318022424188092,0.18232025816207212,0.3084062971884352,0.09251572115822704,0.29217093088525836,1.0877160653913829,-0.3381973761787031,-0.20446155152173506,-0.24686517985235104,-0.15543964274103936,0.07570445871390626,-0.05092100006479979,0.052867025289438936,-0.06246192808479119,-0.052322977958468186,-0.04200614288406949,-0.031129896158013322,-0.002625272257585965,4.451565437312455e-16
56,Good,5.535117744838934,0.6386279802710333,-0.23126551276705182,0.302965564302576,0.7510800888694922,-2.0338032008957914,-1.3005009678097645,-1.1165776745589866,-0.9115199951441785,-0.19592879514300493,-0.2060296114501595,0.7961314971650159,-0.14735716115907513,-0.39598291503239963,0.06861449977698267,-0.09710234823481897,0.23752816976054492,0.32613594567314885,0.0058686304003546476,-0.05964220003215396,0.0161108857484913,0.004129061305849485,0.008798443357179475,-0.00798824907421799,0.007509003752928845,0.0065359193559580055,-1.1490462162023467e-16
57,Good,3.1552442873907633,-1.9390753003296666,0.050756408298827015,0.5586983627200234,-0.322689503280175,-0.20485495734291756,1.5754395193101527,0.2608061806680015,0.4051127964407483,-0.6206364115132859,0.9784384104170868,0.2515808860263626,-0.16886388483621168,-0.0035694873861472245,-0.08580435871780698,-0.04534196215625551,-0.16877865433400055,-0.01736870827738232,-0.21487530729591808,0.08878321464982324,0.10825839713416752,0.00482622757240825,-0.038922695258704336,-0.050326288883780025,-0.016456506974047484,-0.02574925263032571,1.6239295925616495e-16
58,Good,-0.761997648016094,-0.32156063048238176,-0.8259565444458855,-0.2105569961685468,-0.6721689603026233,-0.8867761371663747,0.6615365048911097,-1.033526818966206,-0.39627548060854895,0.35564018099054195,0.14012933103107364,0.08792605508570248,0.7252776333472984,-0.19535418557285456,-0.10214872626087727,-0.10948548533214038,0.27432893189252616,0.08801425577510166,-0.07114560582784422,-0.06507307814311487,0.059841716235084545,-0.03835404055564163,0.031497224459265255,0.009403750160357764,-0.0404381175349922,0.0038844787030737,1.2811846375701325e-16
59,Good,7.974967964353779,-1.2598501543966332,2.8442593000680523,-0.6862639680211075,0.5246503996381912,-1.214058248655829,1.5006962443567398,1.1285681449068834,-0.890535888333717,-0.20746707160217598,-0.20052816006604565,0.014263134451481724,1.3914925332272852,0.4975708455931143,0.3838083150564542,0.06377126786582653,-0.018909759236069683,0.1256840142885026,0.38259708446835455,-0.07529779142048909,0.04307426895888185,0.09827559527482335,0.06948633173296137,0.012126115561363462,-0.018864782581478046,-0.014934752967232718,-1.371320126579334e-16
60,Good,2.9727266762475213,-0.6471025815706601,-0.0068451883608539954,0.6516774545446445,-0.5730528055549617,-0.871871051978463,-1.0226984260442034,-0.5896867875716663,-0.29715387341552957,-0.029405380027591466,0.6028382824971796,0.07733689239250317,0.1551011674523174,-0.12467359947004816,-0.22196075206826052,0.02340388136569638,0.07194935013981069,0.051706590095334126,-0.09362355465561022,-0.032941173420785064,0.03498344275237453,-0.018149331557394732,0.0054339835257407815,-0.02319016038660907,0.02673416136549417,-0.00406683189945944,1.9880669007546922e-17
61,Good,2.1865916732432678,-2.688117615620678,0.9939347999362665,-0.039688048002987225,-0.4653905934476822,-1.2755784127190402,-1.737571573721365,-1.3566176453566452,-0.6540129562863489,-0.13481487447704735,0.07643602710355124,-0.3031512596622717,0.4648922865439331,0.03924945120685593,-0.3819304400543676,-0.09860400335649422,-0.0015881415796874998,-0.03449820041690625,-0.09252518825423772,-0.032464428878094885,0.015655568809258415,-0.0021368372286461137,0.013369835523572432,-0.009747090821259187,0.03068741747887504,0.012226791009097475,8.105130180616228e-17
62,Good,-1.0413242864252545,-0.07984655567470093,-0.6178781487236851,0.7934492789082587,-0.8234538387714291,1.8135258187221261,2.0858870204445252,-0.9016350626227138,-0.8239046219912098,-0.11266002216147526,-0.010171171778331321,0.14691944899725554,-0.04764455056546482,0.17907719110274814,-0.08150304792657617,0.06424744875417553,-0.17451594294853232,-0.07142907847181452,-0.15436008781396204,0.01111847350218003,0.060169867976714475,-0.05510183759664536,0.00026072895780251005,-0.022605415189190983,-0.0046767848077551395,0.015866677904747953,-3.2490237815328715e-16
63,Good,-1.0479775923417365,-0.05048333331804654,0.12171433332533098,1.4342320437401432,1.770886706280235,-0.16186523184328588,1.0241368347167121,0.6183857937460482,0.2208528149405498,-0.018961242150679448,-0.4948886860818398,-0.32124910580006233,0.10213961134966262,-0.029997832482052445,-0.188997071207242,-0.16215007302943923,0.13552596453289387,-0.17815227803116548,-0.01128720429809931,-0.05568317592023857,0.005572288456188338,0.022883578615381157,0.002994106423342755,0.006902350080817191,-0.01795749990029473,0.00465946314625162,1.3138223484856827e-17
64,Good,-1.0109735670603923,1.0611355962298128,-3.309983544809476,-0.45965131487418903,0.19049953210658552,0.5168191336613781,-1.0475837155869479,1.0541746602190942,-0.047302627607497566,0.8461798746123718,0.5529657284836227,0.539201776248343,1.1103109357147172,0.2948244366516199,-0.11047492656001998,0.2794684176345623,0.12370248427292738,-0.0010282835170285908,0.12727950544516442,-0.22189107479984285,0.004291323462906076,0.010479932631600712,0.05212195874822344,-0.046650873942398155,-0.003245893718838032,-0.007866134200240944,2.268231354381522e-16
65,Good,0.03779863838999283,2.682174017832765,-1.770720305528626,-2.79410242433782,1.0232698770017072,-0.186882190944669,-0.5135554993640852,2.14728064378072,0.23588272258570167,0.0779918867525509,-0.21437546482025507,0.25883891646837504,0.7936863280301484,-0.07023486380355154,-0.1257186459005145,0.22347241662122788,-0.072346277993184,0.06635955944337811,0.044976597146889744,0.04608910690160862,-0.09979653776936864,0.03477910023348517,0.04439536245239855,-0.04626201648597848,0.001720351954494635,0.017490953960766734,2.2220612782448223e-16
66,Bad,-0.06844562706469104,-0.10662154347338361,-1.038839494206645,-0.24922794611865517,0.785244933567698,0.593865031817833,2.1262507377095625,-0.9928863936708864,-0.0894163187841994,0.02357723131571547,0.20841488734031438,-0.5360369126876658,0.043312487031925674,0.021236132689756156,-0.18942499991369624,0.18056930194881385,0.3102670845185759,-0.1328827743393511,0.07346110963541981,0.06782004914929193,-0.013242575935653018,-0.027272038654965296,0.035133438432205386,-0.023053309340061175,-0.0027022552564394146,-0.011431880063042708,5.423472865358009e-16
67,Good,-0.8732009864616218,0.8606424872637986,0.5049571981408634,-0.8166108895532491,1.4526017855703726,0.4059244736212925,0.832750570104135,-0.843617679255318,-0.6693248222802849,-0.20495028863723436,-0.8267305630313607,1.2566013585535671,-0.06411434443306363,0.13145144641164538,0.017702649049666126,0.5173438392384402,-0.05367686143501875,-0.22572503002416353,-0.1755236362126081,-0.04614599878224041,-0.06884143124882237,-0.00671064501451574,0.03599797456645423,0.023915152656955988,-0.02230384366940749,-0.0009040037074266716,-8.819635325133161e-17
68,Bad,0.8990618593093385,1.3309758339067483,-1.462877946528712,-1.602994098312008,0.2132919819811394,2.481098371660945,-0.22412080275792443,-0.3660941832752841,0.3313464039297997,0.6518659344621222,-1.0712646351850719,-0.3151779883846421,-1.0134396443544058,0.5191447286010228,-0.31373942570656926,-0.16436860549149068,0.37082412934687,0.502150755192396,-0.09704329716705332,-0.10069839894010102,0.03735128384063015,0.010254645166351193,0.03550391694001399,0.005914609627237132,-0.026088426208751302,-0.01914546814001935,5.575480836037368e-17
69,Bad,-4.424330531154249,3.0703819153541083,-2.550178006662884,3.675887978665023,-1.3738184846132788,-1.0296262286595363,-0.6741972940961999,-0.3666172702708023,-0.7598533517744606,-1.035139518700452,0.9096140447131309,-0.9471408986098695,0.04196322834523566,0.6291435502128213,0.1772712255788833,0.16714611107511673,-0.21424356542867082,-0.07272674523129827,-0.034745225000941536,-0.14542937261870087,0.08441036510036479,0.13228698242099393,-0.07091443739013731,0.0461948724740688,-0.05542177782361053,-0.017051610411516784,-2.0325490014440787e-16
