Organoid_ID,Label,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27
23,Good,-2.236108655309979,-1.0081837023562668,1.2310809130884082,-1.4312386827180361,1.2237860343974347,0.05156951551114699,-0.40253278046429564,-0.9609559824862214,-0.4416600923708762,0.0013778686182374443,0.30755608655091576,-0.2569912877500009,-0.2926554556778561,0.06561225336343013,-0.07921559945690204,-0.21731345091307244,0.04558257989179609,-0.1934270016409384,-0.02422878189637747,0.14009645223132983,0.04440314867478402,0.012413264595702439,0.137906565370334,0.03836986731808206,-0.023900680782967212,0.010599098606828538,6.154491481051652e-17
24,Good,-3.2275902162497063,-0.2958936492974001,0.7172198528347682,-1.3606980423264317,-1.680391769092216,1.3341850655348244,-0.4948740653408416,0.3489540238659366,-1.2795988874574693,0.2935532954964286,1.8982818494176572,0.061616839205351846,-0.269127922619386,-0.20002453326722006,-0.01118625772748406,0.1716940266207347,-0.18282761130506747,0.14982590147965308,-0.007789083023985251,0.11924738874616082,0.021417441613379752,-0.036886856804014954,0.05725564419231547,0.024898772638590038,0.018241026386600783,-0.004044928686767624,-8.593721298882314e-17
25,Good,-1.8884993692041265,0.186056105429438,-1.5198465950926916,-3.6929549940577675,3.129591873804797,1.6424016447457321,-1.4370537751684886,-1.631520747937837,-0.5594262736670437,-1.2207667790427432,0.2061270664024317,-0.09732400836091988,-0.38336501207186596,0.3774480068926104,-0.0888261044056709,-0.07700312140328212,-0.3074746519067094,0.18826382554367674,0.11760850277591411,-0.008256691378191622,-0.10554266293813677,-0.019885831375320212,-0.026997196483863978,0.018709537661892213,0.016056582511342066,-0.035566885811508166,2.1916033520568681e-16
26,Bad,-3.588128268095239,4.107401997453035,2.767505649396511,-0.5523250364268897,1.5026454328019874,-1.949256861754098,-0.2637556927908119,-0.20884749532156863,0.30302492498459144,0.17259391834545143,-0.08185600048761205,-0.5250796556930833,-0.5661530949147019,-0.3007669215052249,0.020527712271287205,0.0472418858091196,0.18726162503720883,-0.21888442854702028,0.08619019902462968,-0.011070184512063206,0.051802637694013984,0.03364888277873588,0.002780468537397044,-0.03156441739095459,0.04383669977249812,-0.0252084773427359,-1.635765274439886e-16
27,Good,0.8908844815262529,-2.797747385019264,1.8676896440258788,-1.766172755001089,-2.136252339486401,-0.3281509999955004,0.2460823295984607,-0.28082599278770093,-0.2605070128813945,-0.6351716207162992,-0.6463987824392957,-0.45763537916102337,0.637531946973902,0.0031120341024770295,-0.2446407667588332,-0.12035325174513291,-0.2572327385135489,0.16498576832375722,-0.06891931875093964,-0.01593465260145312,0.023772457364575277,-0.12322241112803568,0.0070145649979930945,0.0160142059299425,0.0005977016024071605,0.006729026725820162,1.6444271571118007e-17
28,Bad,0.45133536868274354,4.302032006805339,0.6854230594664849,2.6379823883945908,2.133119579022502,2.8013827654741505,0.4746501871440283,0.020790981121088983,0.26155719349289613,0.7762241937835296,0.22246135005862772,-1.416200983004676,1.767084396422674,-0.00798641678259668,0.06284769632791433,0.24277678208651104,0.23394493990278073,-0.14688963340861427,0.05208850191319793,0.002404805936986475,0.030756136376635684,-0.12769895962469752,-0.06803360902311047,0.03088977167077759,0.020909900797242125,0.011864594308482778,2.077429739512269e-16
29,Bad,7.7402293162007885,2.4591920809547556,-2.4946871920263383,2.7550001235265014,1.7355282194308643,-0.4703195752343852,0.17609147715422838,-0.3976631989260531,0.0741346086852101,1.2563404932468283,-0.9415546227090991,0.7341981793453075,-0.4041320771469472,-0.1922964552660561,0.1479528808258084,0.04788843840626984,-0.32375120879309316,0.10153222424759474,0.22129235156567423,0.38333957244579764,-0.01034236849593748,-0.07154779917706466,-0.0248876648167194,0.015736570398546573,-0.060878033837317574,-0.008388577448288942,-1.560840611239102e-16
30,Good,-1.210576477072601,-2.6608881487295273,-2.1097132835234262,1.3658188359439183,-0.05381842636665665,-0.7374997495995088,-0.23901711225824943,0.48420653949093967,0.13557222263683866,0.14429955072391348,0.05849328421961419,0.7307702284414826,-0.20347676576970353,0.023102531028249905,0.1929341988796507,-0.2575950056862808,0.07378705035063308,0.07665439368279753,0.003038174822490387,-0.19388156146909477,-0.07422001716988604,-0.03696358706768331,-0.05495032555944783,-0.012726641600165437,-0.009550021351135059,0.007908396236495151,-4.8231236976408996e-17
31,Good,0.03171774691469235,-2.4679189662150103,-0.388310011075388,-0.37816434552373723,-0.9568809434625558,-0.6078190825218833,1.0719703697129621,0.20764637595774976,0.040386110771620125,-0.18467453083065036,0.09942989031944732,-0.019326439003958383,-0.5768979537816229,-0.2859333760579484,0.07145647696376788,0.30098140752529945,-0.10336482273514883,-0.12697532454026067,-0.04408118374102529,0.05041256676283685,-0.11798467971881464,0.015956703823567356,-0.03405877268562908,-0.005115127015290346,0.014004723342133776,-0.0029438524877147326,2.5103356457295593e-16
32,Good,-5.015351148054595,-2.167937817088769,-1.02988569673627,-0.3582471421551573,0.4499385600366062,0.07796152084129532,0.693723639280616,-0.059168312310635296,0.6543101999431195,0.49966701158591736,-0.11203971468347747,0.2230990397575485,-0.42521704287606577,0.03776931044480799,-0.08693365674821349,-0.033386473389087866,-0.1779989692010225,0.3011744306979134,0.33373156350251754,-0.04714389781072336,0.02374619892983872,-0.07298821368954371,0.0008761062302450641,-0.0007599682846160699,0.035526587255946825,0.012567876049892521,-2.3761840982246315e-16
33,Good,0.03980715052865298,-2.9072945755446926,-1.337052694005912,1.5790464182337447,0.9324947157313367,0.34673625033589395,0.4951726506899091,-0.814334554807197,-0.2173498716560032,-0.34290297331351166,-0.3336056722814788,0.14809764879305728,-0.4220074027483243,0.047939717001995105,0.06768256172274502,-0.14704231927730635,0.15147824427457837,-0.22098735346346837,0.04510819146274659,-0.04391483947188146,-0.0424990815114833,-0.0006345115933299105,-0.010969914227146755,-0.03186292724770069,-0.007321767188633858,0.0174280727770464,2.1710954571519237e-16
34,Good,0.8241840996172207,-3.3426681114930554,-0.8393983301466856,-0.016984720092556978,0.4134057448304579,0.5379900225185301,-0.6268854135482654,-0.20486891913005534,-0.10137341226919178,0.21457590002421953,0.1921513281884942,-0.41273435760117844,-0.601562631449445,-0.05803715519716743,0.09331892682429759,-0.07098399736288653,-0.07247667654521517,0.005171324673257327,-0.06966239868594717,-0.08758524088936588,0.011619097931213363,0.018906973795155664,-0.013392382633488407,-0.03548591538133412,0.01864449212660298,-0.003174530491383143,9.086629065011628e-17
35,Good,2.3843385003780253,-1.3348892427916357,-0.8767018076238604,1.7290350347981245,0.4863540975461849,0.9466545372516855,1.0861434438728412,-0.3825345620150015,-0.2565432868488327,-0.20573773059177553,-0.2829727223684791,0.3821862544053459,-0.7407944520854746,0.02681835332056752,-0.00482253963114836,0.15599589769188196,0.1796340747424623,0.046362278613619336,-0.07992517277214967,0.03337933723962355,0.009749717567980907,-0.03237471497523752,-0.02968059310601529,0.00821285826130917,-0.0305519559509513,-0.032990321331505076,3.298959383597237e-16
36,Good,0.010817596670375441,0.39091134202347605,-2.5859164763941807,3.551427950077561,0.3091898345470526,-0.7656136238552895,0.018569083509749857,-0.22720293901679114,-0.5977265241098727,0.14325539768664955,0.7882540671810465,0.3795251000919527,-0.1499730442075209,0.17859394967872474,0.09232704612120615,0.13035627795867805,-0.15359412579032405,-0.20464795468501149,-0.027245962582393455,-0.16489850777649426,-0.0167093304710807,-0.11923153304476736,-0.009267727968675225,-0.006417885146632835,0.02035319284248392,0.008138535437610846,1.0905516561365908e-16
37,Good,-2.1787946636316655,-1.707948427437739,-1.4311309427406413,0.22246158735369417,-0.8341697269115055,-0.9717205786186076,-0.7220018881376515,0.2856497205163161,-0.09895193005567568,-0.8196079909012985,-0.3560656366349355,0.4276816955981433,0.25067009800522777,-0.05592891139470739,-0.07284644267074851,0.27881472559441706,-0.10356887675605572,-0.08917852723330985,0.0037192344760415444,-0.018937353759945777,-0.07091381883332655,0.005203537831790286,-0.001673091051119155,0.05856277261614349,-0.013689502463943435,-0.0038940004605429505,3.832468237788119e-16
38,Good,0.6746864803533883,1.1360124480677876,0.18168743539497567,-2.766248294395559,-0.8253463233471835,0.07886819487472978,-0.32651001830127335,0.453519693960815,0.6438597409841851,0.644293626093196,0.8958745931786276,0.8884631946737842,-0.46670868594143095,-0.558101870250799,0.6122427622729593,-0.192668609333892,0.048101283606483886,-0.027252971854130434,-0.0683370082428018,-0.13361993098816247,0.079887691107949,-0.06189661155331841,-0.029469369031889545,0.002356649172775774,-0.022693932644015476,-0.00897783536911022,3.127951318306405e-16
39,Bad,-1.3049587132718874,0.47711502963063274,1.2221376095692869,-1.4318703968075637,-2.9532966334341473,2.354013869721248,-0.3431293719653369,-0.863756734154623,-1.010291893921707,-0.7396249072823482,-1.5948997320205263,0.2678207332675085,0.5997004798904312,-0.5241838074404083,0.18485650995102212,0.13400960936969045,-0.03574634583765118,-0.17110409559857634,0.02989731458174249,0.02221944507007135,0.0005272767941742091,0.03860806842701672,0.014951561598344128,-0.020011327727589914,-0.04524324156141948,0.018408192102737135,-2.906745003573325e-17
40,Good,-1.980088006740461,-1.710044977276307,-0.56564008997536,1.1604990093588847,-0.44496049190280135,-0.41868581778219705,0.6708608196585141,-1.9635277607704547,-0.41883304540551936,-0.1935734594052318,0.49629449790330993,-0.46125153007018377,0.20007078957528063,-0.3523525591711131,0.04057437221119749,-0.008955127568474318,0.17597779832370422,-0.11311125004733673,0.14812109161552955,0.021055962648738102,-0.07312019641474707,-0.001655236125407194,0.041719070747690754,-0.019836160061322713,-0.027084480937902194,0.011409976828318227,3.972480987376371e-17
41,Good,-4.679008976786097,-1.9177712448245492,-0.1297370578066442,-0.05206855340272836,1.061950925316531,-0.3760446103493993,0.1834297563417195,0.3095212070142432,0.43140187869612145,-0.4145575687497457,0.1519438403101023,-0.23802954579995267,0.26147712209230506,-0.30893197626752833,-0.005944653540860664,-0.22467657503824104,-0.04968877653134934,-0.07269005804071081,0.3498773245417663,0.0776514817501022,0.035175953708519385,-0.04308519347474035,0.01724958717326689,-0.04244998213078426,0.011028794161543932,-0.005130560319106678,7.110133596700724e-17
42,Good,0.9415146789004577,-1.004947904865793,-2.359265934164539,1.1052494828503183,0.8673352257711162,0.6561418954151833,0.26368849377098497,1.0456261928419683,-0.597889608909069,-0.36446244485823154,-0.40679740231269756,0.19879026508041012,-0.01799797246641543,0.19389202675311618,0.031845374522197434,-0.025226194487443614,0.17959700273898832,0.06828618034045805,-0.00707102977952421,-0.1304202120669255,-0.009093663375379823,0.02293595473717038,0.07604286368103431,-0.003976499378470237,0.036549826696298054,0.013594408850658758,-8.78397688924198e-17
43,Good,-1.8153378905432875,-0.6067583045248799,1.085010506010102,0.00985970124129496,-0.6502213013068668,0.3829532626912606,-0.007908881031609867,0.3944109866956384,0.8752921424922151,0.21501519115271825,-0.5233648711442512,-1.0625811340809932,0.0645998569439814,-0.04543773252685796,-0.24345137562510122,-0.020366453380124654,0.030092116948777295,0.06923236159471292,-0.03259024343366755,0.07200308052697578,-0.025352766413751462,0.020998604085362988,-0.004422303389239556,-0.012167228274239581,0.011119401649275011,-0.016472520045233745,-1.2422206943933015e-16
44,Good,-2.381233596909976,-2.042301664781845,0.9365284069840311,0.43486395343666573,2.5476760577894217,0.1348643193816384,-0.6781769154615198,0.5610986532792467,0.31920037155272196,0.15529669314387226,0.12464773533010448,0.015573168836229757,-0.6947771123805297,0.11265284129646952,0.24854005948012659,-0.1796171792004052,-0.07182996130162031,-0.32347748543190813,-0.018283140077228508,0.048432848499128794,0.006252056227087033,-0.00716262487734029,0.0517948634866816,0.026281094908985732,-0.015826053326176086,0.019714660436630813,1.7689324506601729e-16
45,Good,1.4820681501064386,0.11674938273552522,-0.7612637864509206,0.8820920973257356,-0.9672526767877886,0.5426217507305191,1.803751216203294,1.3311535941404236,0.8139870415878663,-1.3611791515913856,0.3653610782890016,-0.778244094583757,-0.6337351427054139,-0.2724819671765809,0.0665600338621338,-0.025922608169122358,0.12335512134279258,0.05174046380944252,-0.04295893135804396,0.11310590489801842,-0.014153373967360815,0.03759250252717259,0.04024000590013441,-0.033046368553428025,0.010162620473187015,-0.023899302604101627,1.7530652434553318e-16
46,Good,1.1086174604358172,-1.0939479068535376,0.009922196881531535,0.8735871461078903,0.7521549501175052,0.7452778420531682,0.5840607083315988,1.6099183074646852,0.350431462166856,-0.5147827920713001,0.05500593330272733,-0.03590598235296191,-0.08293511789576881,0.03003078878864126,0.12323204023067545,-0.12416121318155286,0.18857966486087416,-0.02745836843752835,-0.17987089505576592,0.04407719354247253,0.02294861887046068,0.07944814773954285,0.013891879800231747,0.019989587088040408,0.0040572023292346545,-0.004292131053882733,-2.088229121742905e-17
47,Good,1.1575195976869823,-0.8750606971640669,-1.1066634865748963,1.5470916217328243,1.6617557026469376,-0.15703475290365185,0.4438639132960948,1.7711946575527464,0.32851959983388895,-0.633498809131229,0.2083827346873705,0.16510509762426107,-0.5794797195598086,-0.4160234943239606,-0.4312702191244183,-0.06978764416735944,-0.25968701609206196,-0.06813402833466853,0.14687884125681394,-0.15755189857567406,-0.015885632643432637,0.007114755064254991,0.022358291778985104,0.03748124930900861,0.01900173926325312,0.00972713718359673,5.781144274248225e-17
48,Good,1.742812935248932,-2.014930252164524,-0.3030730500315767,-1.1178157414188234,0.4950553236573151,0.42343754792815824,0.6796215048809123,0.6838300348187475,0.12290585980633473,-0.9570065622135301,-0.1700240445765451,-0.24658115132095842,0.18174311577119578,-0.246712416481423,0.4132904659342499,-0.03352495331682015,-0.029604617497855385,-0.0011817138996613606,-0.19278587776199432,-0.008306884320344422,0.1033909383957312,0.032677024151565925,0.010572898262478595,-0.003071794450548411,0.028532500043869043,0.029670691944563263,3.991164987752288e-17
49,Good,0.021632847827153964,-1.9723705444415303,1.9140188047523548,0.5264375885018162,0.7539615486983036,-0.24163256677455838,-1.1276324148472594,1.429112204851876,0.5160177766327173,0.8357710176962548,-0.1768623515239243,-0.44650208704920386,0.1517440781766127,-0.5042760535075393,-0.02332318630680297,-0.09476344601708475,0.06610538866145137,0.03884738772696744,0.0040659676764703365,-0.09729088628283741,-0.06631589772671001,0.011671688990132366,-0.054291264745388555,0.06920505121909391,-0.04116703846974536,-0.03960626764107771,1.7464439135200956e-16
50,Good,-5.555534284483504,-2.514422923055932,-1.2120441804646263,0.5435572347177584,-0.24769100229007218,-1.612233901691653,-1.7767367879223641,0.06787476006526262,0.9726762067607876,-0.3631103734307641,-0.638585438645592,0.0006218032860035722,0.4466703633454957,0.8203153771617552,1.1215675422474343,0.23831543302888833,0.22308466603815352,0.19184868534807775,-0.11794017294802861,0.26130052607666987,0.0071431448646202935,-0.06405884532659775,0.006609772553173523,-0.025386017164874184,0.03204295483625308,-0.006532882133504393,1.3532625629286217e-16
51,Good,1.059831074790345,-1.3915016654767531,0.15844739936804422,0.48031234735430556,-1.5336126560898315,-0.03954407729818328,-1.363443267194165,-1.2534699503049302,0.5676206497831083,0.9636376225711356,-0.7691712240968805,-0.7055478619394185,-0.25806792953010815,-0.26011822203171203,-0.01930834034223383,0.0034371768416799936,-0.051707684575163046,-0.17265967944538052,0.02060092761638328,-0.060124051561739854,-0.04646679964513238,0.03556943531863439,-0.07026539925185234,-0.05703498047618117,0.008840809685325409,-0.009879082871739558,-8.120976250605644e-17
